Airline,Source airport,Destination airport,Stops,Destination airport ID,Source airport ID,Equipment
3U,CKG,HKT,0,3179,3393,321
3U,CKG,INC,0,4085,3393,321
3U,CKG,KHN,0,3384,3393,319
3U,CKG,KMG,0,3382,3393,319 320
3U,CKG,LHW,0,3378,3393,319 321
3U,CKG,LJG,0,4033,3393,319
3U,CKG,LXA,0,4097,3393,319
3U,CKG,NGB,0,3387,3393,319
3U,CKG,NKG,0,3388,3393,319
3U,CKG,NNG,0,3373,3393,319
3U,CKG,PEK,0,3364,3393,321 319 320
3U,CKG,PVG,0,3406,3393,320 319
3U,CKG,PZI,0,6435,3393,319
3U,CKG,SWA,0,4302,3393,319
3U,CKG,SYD,0,3361,3393,330
3U,CKG,SYX,0,4030,3393,320
3U,CKG,SZX,0,3374,3393,320
3U,CKG,TNA,0,4108,3393,321
3U,CKG,TSA,0,2275,3393,320
3U,CKG,TSN,0,3368,3393,319
3U,CKG,TYN,0,3369,3393,321
3U,CKG,URC,0,3399,3393,320
3U,CKG,WUH,0,3376,3393,319
3U,CKG,WUX,0,6390,3393,319
3U,CKG,XIY,0,3379,3393,319
3U,CKG,XNN,0,6366,3393,320
3U,CKG,YIH,0,6361,3393,319
3U,CKG,ZHA,0,6357,3393,319
3U,CSX,CKG,0,3393,3371,319 321
3U,CSX,CTU,0,3395,3371,320
3U,CSX,FOC,0,3385,3371,320
3U,CSX,KMG,0,3382,3371,320
3U,CSX,SHE,0,4144,3371,320
3U,CSX,WNZ,0,6392,3371,319
3U,CSX,XMN,0,3383,3371,321
3U,CTU,CAN,0,3370,3395,321 320 330
3U,CTU,CGO,0,3375,3395,321
3U,CTU,CKG,0,3393,3395,330
3U,CTU,CSX,0,3371,3395,320
3U,CTU,DCY,0,9310,3395,319
3U,CTU,DSN,0,6434,3395,319
3U,CTU,HAK,0,4120,3395,321
3U,CTU,HDG,0,8407,3395,319
3U,CTU,HET,0,6345,3395,320
3U,CTU,HFE,0,3389,3395,321
3U,CTU,HGH,0,3386,3395,320 319
3U,CTU,HKG,0,3077,3395,320
3U,CTU,HKT,0,3179,3395,321
3U,CTU,ICN,0,3930,3395,321
3U,CTU,INC,0,4085,3395,321
3U,CTU,JHG,0,3381,3395,319
3U,CTU,JIQ,0,8781,3395,320
3U,CTU,JZH,0,4301,3395,319
3U,CTU,KHN,0,3384,3395,321
3U,CTU,KMG,0,3382,3395,320
3U,CTU,KOW,0,6379,3395,320
3U,CTU,KWE,0,3394,3395,320
3U,CTU,LHW,0,3378,3395,319
3U,CTU,LJG,0,4033,3395,319
3U,CTU,LUM,0,6376,3395,319
3U,CTU,LXA,0,4097,3395,330 319
3U,CTU,LZY,0,6402,3395,319
3U,CTU,MEL,0,3339,3395,330
3U,CTU,NKG,0,3388,3395,319 320
3U,CTU,NNG,0,3373,3395,319 320
3U,CTU,PEK,0,3364,3395,330 321 320
3U,CTU,PVG,0,3406,3395,321 330
3U,CTU,PZI,0,6435,3395,319
3U,CTU,SHE,0,4144,3395,330
3U,CTU,SJW,0,6347,3395,320
3U,CTU,SYX,0,4030,3395,321
3U,CTU,SZX,0,3374,3395,320 321
3U,CTU,TAO,0,3390,3395,321
3U,CTU,TNA,0,4108,3395,321
3U,CTU,TSA,0,2275,3395,320
3U,CTU,TSN,0,3368,3395,321
3U,CTU,TYN,0,3369,3395,319
3U,CTU,URC,0,3399,3395,319 330
3U,CTU,WNZ,0,6392,3395,320
3U,CTU,WUH,0,3376,3395,319
3U,CTU,WUX,0,6390,3395,320
3U,CTU,WXN,0,6403,3395,319
3U,CTU,XIC,0,3396,3395,320
3U,CTU,XIY,0,3379,3395,320 319
3U,CTU,XMN,0,3383,3395,320
3U,CTU,XNN,0,6366,3395,320
3U,CTU,XUZ,0,4149,3395,320
3U,CTU,YIH,0,6361,3395,320
3U,CTU,YTY,0,8876,3395,319
3U,CZX,CKG,0,3393,4109,320
3U,CZX,HRB,0,3400,4109,321
3U,CZX,XMN,0,3383,4109,321
3U,CZX,ZUH,0,6355,4109,320
3U,DAT,TYN,0,3369,6344,319
3U,DCY,CTU,0,3395,9310,319
3U,DLC,CKG,0,3393,3404,320
3U,DLC,HGH,0,3386,3404,320
3U,DLC,HRB,0,3400,3404,320
3U,DLC,TNA,0,4108,3404,321
3U,DLC,XUZ,0,4149,3404,320
3U,DNH,LHW,0,3378,4308,319
3U,DSN,CTU,0,3395,6434,319
3U,DSN,SHE,0,4144,6434,319
3U,DYG,CKG,0,3393,6353,320
3U,DYG,NKG,0,3388,6353,319
3U,FOC,CSX,0,3371,3385,320
3U,FOC,XIY,0,3379,3385,319
3U,GXH,LXA,0,4097,9311,319
3U,GXH,XIY,0,3379,9311,319
3U,HAK,CKG,0,3393,4120,319
3U,HAK,CTU,0,3395,4120,321
3U,HAK,HGH,0,3386,4120,320
3U,HAK,NGB,0,3387,4120,321
3U,HAK,ZUH,0,6355,4120,320
3U,HDG,CTU,0,3395,8407,319
3U,HET,CTU,0,3395,6345,320
3U,HFE,CTU,0,3395,3389,321
3U,HGH,CGO,0,3375,3386,320
3U,HGH,CKG,0,3393,3386,320 319
3U,HGH,CTU,0,3395,3386,319 320
3U,HGH,DLC,0,3404,3386,320
3U,HGH,HAK,0,4120,3386,320
3U,HGH,KWE,0,3394,3386,320
3U,HGH,TSN,0,3368,3386,320
3U,HGH,TYN,0,3369,3386,320
3U,HKG,CTU,0,3395,3077,320
3U,HKG,YIH,0,6361,3077,320
3U,HKG,ZHA,0,6357,3077,319
3U,HKT,CKG,0,3393,3179,321
3U,HKT,CTU,0,3395,3179,321
3U,HRB,CGO,0,3375,3400,320
3U,HRB,CZX,0,4109,3400,321
3U,HRB,DLC,0,3404,3400,320
3U,HRB,INC,0,4085,3400,321
3U,HRB,NGB,0,3387,3400,321
3U,HRB,NKG,0,3388,3400,319
3U,HRB,NZH,0,6954,3400,321
3U,HRB,SJW,0,6347,3400,321
3U,HRB,TNA,0,4108,3400,320 321
3U,HRB,TSN,0,3368,3400,321
3U,HRB,WNZ,0,6392,3400,321
3U,HRB,WUH,0,3376,3400,321
3U,HRB,XIY,0,3379,3400,321
3U,HRB,XUZ,0,4149,3400,320 321
3U,ICN,CTU,0,3395,3930,321
3U,INC,CKG,0,3393,4085,321
3U,INC,CTU,0,3395,4085,321
3U,INC,HRB,0,3400,4085,321
3U,INC,KWL,0,3372,4085,320
3U,JGN,LHW,0,3378,6432,319
3U,JHG,CTU,0,3395,3381,319
3U,JHG,KMG,0,3382,3381,319
3U,JIQ,CTU,0,3395,8781,320
3U,JJN,KWE,0,3394,6386,320
3U,JJN,WUH,0,3376,6386,319
3U,JZH,CTU,0,3395,4301,319
3U,KHG,URC,0,3399,3397,319
3U,KHN,CKG,0,3393,3384,319
3U,KHN,CTU,0,3395,3384,321
3U,KHN,KMG,0,3382,3384,319
3U,KHN,NGB,0,3387,3384,321
3U,KMG,CGO,0,3375,3382,320
3U,KMG,CKG,0,3393,3382,319 320
3U,KMG,CSX,0,3371,3382,320
3U,KMG,CTU,0,3395,3382,320
3U,KMG,JHG,0,3381,3382,319
3U,KMG,KHN,0,3384,3382,319
3U,KMG,KWE,0,3394,3382,320
3U,KMG,LUM,0,6376,3382,319
3U,KMG,NGB,0,3387,3382,320
3U,KMG,NKG,0,3388,3382,320
3U,KMG,TAO,0,3390,3382,320
3U,KMG,TNA,0,4108,3382,320
3U,KMG,TPE,0,2276,3382,320
3U,KMG,WXN,0,6403,3382,320
3U,KMG,XIY,0,3379,3382,320
3U,KMG,XMN,0,3383,3382,320
3U,KMG,XUZ,0,4149,3382,320
3U,KOW,CTU,0,3395,6379,320
3U,KOW,XMN,0,3383,6379,320
3U,KWE,CTU,0,3395,3394,320
3U,KWE,HGH,0,3386,3394,320
3U,KWE,JJN,0,6386,3394,320
3U,KWE,KMG,0,3382,3394,320
3U,KWE,LHW,0,3378,3394,321
3U,KWE,SYX,0,4030,3394,321
3U,KWE,WNZ,0,6392,3394,320
3U,KWE,XUZ,0,4149,3394,321
3U,KWL,INC,0,4085,3372,320
3U,KWL,SJW,0,6347,3372,321
3U,KWL,SYX,0,4030,3372,320
3U,LHW,CKG,0,3393,3378,319 321
3U,LHW,CTU,0,3395,3378,319
3U,LHW,DNH,0,4308,3378,319
3U,LHW,JGN,0,6432,3378,319
3U,LHW,KWE,0,3394,3378,321
3U,LHW,TSN,0,3368,3378,321
3U,LJG,CKG,0,3393,4033,319
3U,LJG,CTU,0,3395,4033,319
3U,LJG,MIG,0,6400,4033,319
3U,LUM,CTU,0,3395,6376,319
3U,LUM,KMG,0,3382,6376,319
3U,LXA,CKG,0,3393,4097,319
3U,LXA,CTU,0,3395,4097,330 319
3U,LXA,GXH,0,9311,4097,319
3U,LXA,XIY,0,3379,4097,319
3U,LXA,XNN,0,6366,4097,319
3U,LYI,XIY,0,3379,6385,319 320
3U,LZY,CTU,0,3395,6402,319
3U,MEL,CTU,0,3395,3339,330
3U,MIG,LJG,0,4033,6400,319
3U,MIG,NKG,0,3388,6400,319
3U,MIG,SYX,0,4030,6400,320
3U,MIG,XNN,0,6366,6400,320
3U,NGB,CKG,0,3393,3387,319
3U,NGB,HAK,0,4120,3387,321
3U,NGB,HRB,0,3400,3387,321
3U,NGB,KHN,0,3384,3387,321
3U,NGB,KMG,0,3382,3387,320
3U,NGB,SHE,0,4144,3387,321
3U,NGB,SYX,0,4030,3387,321
3U,NKG,CGQ,0,4380,3388,320
3U,NKG,CKG,0,3393,3388,319
3U,NKG,CTU,0,3395,3388,319 320
3U,NKG,DYG,0,6353,3388,319
3U,NKG,HRB,0,3400,3388,319
3U,NKG,KMG,0,3382,3388,320
3U,NKG,MIG,0,6400,3388,319
3U,NKG,SYX,0,4030,3388,320
3U,NNG,CKG,0,3393,3373,319
3U,NNG,CTU,0,3395,3373,319 320
3U,NNG,SGN,0,3205,3373,320
3U,NNG,WUH,0,3376,3373,321
3U,NTG,WUH,0,3376,5475,319
3U,NZH,HRB,0,3400,6954,321
3U,PEK,CKG,0,3393,3364,319 321 320
3U,PEK,CTU,0,3395,3364,321 320 330
3U,PEK,WXN,0,6403,3364,320
3U,PEK,ZHY,0,8043,3364,320
3U,PVG,CKG,0,3393,3406,320 319
3U,PVG,CTU,0,3395,3406,330 321
3U,PVG,SPN,0,2244,3406,330
3U,PZI,CKG,0,3393,6435,319
3U,PZI,CTU,0,3395,6435,319
3U,SGN,NNG,0,3373,3205,320
3U,SHE,CSX,0,3371,4144,320
3U,SHE,CTU,0,3395,4144,330
3U,SHE,DSN,0,6434,4144,319
3U,SHE,NGB,0,3387,4144,321
3U,SHE,TYN,0,3369,4144,321
3U,SHE,XUZ,0,4149,4144,320
3U,SHE,YVR,0,156,4144,330
3U,SJW,CTU,0,3395,6347,320
3U,SJW,HRB,0,3400,6347,321
3U,SJW,KWL,0,3372,6347,321
3U,SPN,CAN,0,3370,2244,330
3U,SPN,PVG,0,3406,2244,330
3U,SWA,CKG,0,3393,4302,319
3U,SYD,CKG,0,3393,3361,330
3U,SYX,CKG,0,3393,4030,320
3U,SYX,CTU,0,3395,4030,321
3U,SYX,KWE,0,3394,4030,321
3U,SYX,KWL,0,3372,4030,320
3U,SYX,MIG,0,6400,4030,320
3U,SYX,NGB,0,3387,4030,321
3U,SYX,NKG,0,3388,4030,320
3U,SYX,TNA,0,4108,4030,321
3U,SYX,WNZ,0,6392,4030,321
3U,SYX,YBP,0,4110,4030,319
3U,SZX,CKG,0,3393,3374,320
3U,SZX,CTU,0,3395,3374,320 321
3U,SZX,WXN,0,6403,3374,319
3U,TAO,CTU,0,3395,3390,321
3U,TAO,KMG,0,3382,3390,320
3U,TNA,CGQ,0,4380,4108,321
3U,TNA,CKG,0,3393,4108,321
3U,TNA,CTU,0,3395,4108,321
3U,TNA,DLC,0,3404,4108,321
3U,TNA,HRB,0,3400,4108,320 321
3U,TNA,KMG,0,3382,4108,320
3U,TNA,SYX,0,4030,4108,321
3U,TNA,XIY,0,3379,4108,320
3U,TPE,KMG,0,3382,2276,320
3U,TSA,CKG,0,3393,2275,320
3U,TSA,CTU,0,3395,2275,320
3U,TSN,CGQ,0,4380,3368,320 319
3U,TSN,CKG,0,3393,3368,319
3U,TSN,CTU,0,3395,3368,321
3U,TSN,HGH,0,3386,3368,320
3U,TSN,HRB,0,3400,3368,321
3U,TSN,LHW,0,3378,3368,321
3U,TVS,TYN,0,3369,8858,319
3U,TYN,CKG,0,3393,3369,321
3U,TYN,CTU,0,3395,3369,319
3U,TYN,DAT,0,6344,3369,319
3U,TYN,HGH,0,3386,3369,320
3U,TYN,SHE,0,4144,3369,321
3U,TYN,TVS,0,8858,3369,319
3U,URC,CGO,0,3375,3399,320
3U,URC,CKG,0,3393,3399,320
3U,URC,CTU,0,3395,3399,319 330
3U,URC,KHG,0,3397,3399,319
3U,URC,XIY,0,3379,3399,319
3U,UYN,XIY,0,3379,6368,319
3U,WNZ,CSX,0,3371,6392,319
3U,WNZ,CTU,0,3395,6392,320
3U,WNZ,HRB,0,3400,6392,321
3U,WNZ,KWE,0,3394,6392,320
3U,WNZ,SYX,0,4030,6392,321
3U,WUH,CKG,0,3393,3376,319
3U,WUH,CTU,0,3395,3376,319
3U,WUH,HRB,0,3400,3376,321
3U,WUH,JJN,0,6386,3376,319
3U,WUH,NNG,0,3373,3376,321
3U,WUH,NTG,0,5475,3376,319
3U,WUX,CKG,0,3393,6390,319
3U,WUX,CTU,0,3395,6390,320
3U,WXN,CTU,0,3395,6403,319
3U,WXN,KMG,0,3382,6403,320
3U,WXN,PEK,0,3364,6403,320
3U,WXN,SZX,0,3374,6403,319
3U,XIC,CTU,0,3395,3396,320
3U,XIY,BHY,0,6351,3379,321
3U,XIY,CKG,0,3393,3379,319
3U,XIY,CTU,0,3395,3379,320 319
3U,XIY,FOC,0,3385,3379,319
3U,XIY,GXH,0,9311,3379,319
3U,XIY,HRB,0,3400,3379,321
3U,XIY,KMG,0,3382,3379,320
3U,XIY,LXA,0,4097,3379,319
3U,XIY,LYI,0,6385,3379,319 320
3U,XIY,TNA,0,4108,3379,320
3U,XIY,URC,0,3399,3379,319
3U,XIY,UYN,0,6368,3379,319
3U,XIY,XMN,0,3383,3379,319
3U,XIY,XNN,0,6366,3379,319
3U,XIY,YBP,0,4110,3379,319
3U,XMN,CSX,0,3371,3383,321
3U,XMN,CTU,0,3395,3383,320
3U,XMN,CZX,0,4109,3383,321
3U,XMN,KMG,0,3382,3383,320
3U,XMN,KOW,0,6379,3383,320
3U,XMN,XIY,0,3379,3383,319
3U,XNN,CKG,0,3393,6366,320
3U,XNN,CTU,0,3395,6366,320
3U,XNN,LXA,0,4097,6366,319
3U,XNN,MIG,0,6400,6366,320
3U,XNN,XIY,0,3379,6366,319
3U,XNN,ZHY,0,8043,6366,320
3U,XUZ,CTU,0,3395,4149,320
3U,XUZ,DLC,0,3404,4149,320
3U,XUZ,HRB,0,3400,4149,320 321
3U,XUZ,KMG,0,3382,4149,320
3U,XUZ,KWE,0,3394,4149,321
3U,XUZ,SHE,0,4144,4149,320
3U,YBP,SYX,0,4030,4110,319
3U,YBP,XIY,0,3379,4110,319
3U,YIH,CKG,0,3393,6361,319
3U,YIH,CTU,0,3395,6361,320
3U,YIH,HKG,0,3077,6361,320
3U,YTY,CTU,0,3395,8876,319
3U,YVR,SHE,0,4144,156,330
3U,ZHA,CKG,0,3393,6357,319
3U,ZHA,HKG,0,3077,6357,319
3U,ZHY,PEK,0,3364,8043,320
3U,ZHY,XNN,0,6366,8043,320
3U,ZUH,CZX,0,4109,6355,320
3U,ZUH,HAK,0,4120,6355,320
4B,LAS,LAX,0,3484,3877,PL2
4B,LAX,LAS,0,3877,3484,PL2
4D,CAI,TLV,0,1590,1128,E70
4D,TLV,CAI,0,1128,1590,E70
4E,MCG,NIB,0,7214,5965,PAG
4E,MCG,TCT,0,7215,5965,PAG
4E,NIB,MCG,0,5965,7214,PAG
4E,TCT,TLJ,0,3423,7215,PAG
4E,TLJ,MCG,0,5965,3423,PAG
4G,EYK,VKO,0,2988,8428,YK2
4G,NCU,VKO,0,2988,6151,73G
4G,NUX,TJM,0,4111,4364,TU5
4G,NUX,UFA,0,2992,4364,TU5
4G,NUX,VKO,0,2988,4364,73G TU5
4G,NYM,OVS,0,6140,6143,YK4
4G,NYM,VKO,0,2988,6143,73G
4G,OVS,NYM,0,6143,6140,YK4
4G,OVS,SVX,0,2975,6140,YK4
4G,OVS,VKO,0,2988,6140,YK2
4G,SVX,OVS,0,6140,2975,YK4
4G,TJM,NUX,0,4364,4111,TU5
4G,UCT,VKO,0,2988,4368,YK2
4G,UFA,NUX,0,4364,2992,TU5
4G,VKO,EYK,0,8428,2988,YK2
4G,VKO,NCU,0,6151,2988,73G
4G,VKO,NUX,0,4364,2988,73G TU5
4G,VKO,NYM,0,6143,2988,73G
4G,VKO,OVS,0,6140,2988,YK2
4G,VKO,UCT,0,4368,2988,YK2
4H,BKK,DAC,0,3076,3885,AT7
4H,BZL,DAC,0,3076,6176,DH8
4H,CCU,CGP,0,3069,3043,AT7
4H,CCU,DAC,0,3076,3043,AT7
4H,CGP,CCU,0,3043,3069,AT7
4H,CGP,DAC,0,3076,3069,DH8
4H,CGP,MCT,0,2194,3069,313
4H,CXB,DAC,0,3076,3068,DH8
4H,DAC,BKK,0,3885,3076,AT7
4H,DAC,BZL,0,6176,3076,DH8
4H,DAC,CCU,0,3043,3076,AT7
4H,DAC,CGP,0,3069,3076,DH8
4H,DAC,CXB,0,3068,3076,DH8
4H,DAC,DXB,0,2188,3076,313
4H,DAC,JED,0,2072,3076,313
4H,DAC,JSR,0,3071,3076,DH8
4H,DAC,KTM,0,3125,3076,AT7
4H,DAC,KUL,0,3304,3076,AT7
4H,DAC,MCT,0,2194,3076,313
4H,DAC,SPD,0,3073,3076,DH8
4H,DAC,ZYL,0,3074,3076,313
4H,DXB,DAC,0,3076,2188,313
4H,JED,DAC,0,3076,2072,313
4H,JSR,DAC,0,3076,3071,DH8
4H,KTM,DAC,0,3076,3125,AT7
4H,KUL,DAC,0,3076,3304,AT7
4H,MCT,CGP,0,3069,2194,313
4H,MCT,DAC,0,3076,2194,313
4H,RJH,DAC,0,3076,3072,DH8
4H,SPD,DAC,0,3076,3073,DH8
4H,SPD,RJH,0,3072,3073,DH8
4H,ZYL,DAC,0,3076,3074,313
4K,YGZ,YRB,0,128,5498,DHT
4K,YRB,YGZ,0,5498,128,DHT
4M,DFW,EZE,0,3988,3670,777
4M,EZE,DFW,0,3670,3988,777
4M,EZE,JFK,0,3797,3988,777
4M,EZE,MIA,0,3576,3988,777 763
4M,EZE,PUJ,0,1760,3988,763
4M,JFK,EZE,0,3988,3797,777
4M,MIA,EZE,0,3988,3576,777 763
4M,MIA,PUJ,0,1760,3576,763
4M,PUJ,EZE,0,3988,1760,763
4M,PUJ,MIA,0,3576,1760,763
4N,YEG,YXY,0,176,49,737
4N,YLW,YVR,0,156,87,737
4N,YLW,YXY,0,176,87,737
4N,YOW,YZF,0,196,100,737
4N,YVR,YLW,0,87,156,737
4N,YVR,YXY,0,176,156,737
4N,YXY,YLW,0,87,176,737
4N,YXY,YVR,0,156,176,737
4N,YXY,YYC,0,178,176,737
4N,YXY,YZF,0,196,176,737
4N,YYC,YEG,0,49,178,737
4N,YZF,YOW,0,100,196,737
4N,YZF,YXY,0,176,196,737
4O,ACA,MEX,0,1824,1783,320
4O,ACA,TLC,0,1850,1783,320
4O,AGU,MEX,0,1824,1785,SU9
4O,BOG,MEX,0,1824,2709,320
4O,CEN,MEX,0,1824,1794,320
4O,CJS,MEX,0,1824,1796,320
4O,CME,MEX,0,1824,1789,320
4O,CPE,MEX,0,1824,1795,SU9
4O,CTM,MEX,0,1824,1793,320
4O,CUL,MEX,0,1824,1792,320
4O,CUN,MEX,0,1824,1852,320
4O,CUN,MTY,0,1825,1852,320
4O,CUN,TLC,0,1850,1852,320
4O,CUU,MEX,0,1824,1797,320
4O,CZM,MEX,0,1824,1800,320
4O,GDL,MEX,0,1824,1804,320
4O,GDL,MTY,0,1825,1804,320
4O,GDL,SAT,0,3621,1804,320
4O,GDL,SJD,0,1840,1804,320
4O,GDL,SNA,0,3867,1804,320
4O,GDL,TIJ,0,1847,1804,320
4O,GUA,MEX,0,1824,1767,320
4O,HAV,MEX,0,1824,1909,320
4O,HMO,MEX,0,1824,1807,320
4O,HUX,MEX,0,1824,1786,320
4O,JFK,MEX,0,1824,3797,320
4O,LAP,MEX,0,1824,1816,SU9
4O,LAS,MTY,0,1825,3877,320
4O,LAS,TLC,0,1850,3877,320
4O,MEX,ACA,0,1783,1824,320
4O,MEX,AGU,0,1785,1824,SU9
4O,MEX,BOG,0,2709,1824,320
4O,MEX,CEN,0,1794,1824,320
4O,MEX,CJS,0,1796,1824,320
4O,MEX,CME,0,1789,1824,320
4O,MEX,CPE,0,1795,1824,SU9
4O,MEX,CTM,0,1793,1824,320
4O,MEX,CUL,0,1792,1824,320
4O,MEX,CUN,0,1852,1824,320
4O,MEX,CUU,0,1797,1824,320
4O,MEX,CZM,0,1800,1824,320
4O,MEX,GDL,0,1804,1824,320
4O,MEX,GUA,0,1767,1824,320
4O,MEX,HAV,0,1909,1824,320
4O,MEX,HMO,0,1807,1824,320
4O,MEX,HUX,0,1786,1824,320
4O,MEX,JFK,0,3797,1824,320
4O,MEX,LAP,0,1816,1824,SU9
4O,MEX,MIA,0,3576,1824,320
4O,MEX,MID,0,1819,1824,320
4O,MEX,MTT,0,1822,1824,SU9
4O,MEX,MTY,0,1825,1824,320
4O,MEX,MZT,0,1826,1824,SU9
4O,MEX,OAX,0,1829,1824,320
4O,MEX,PQM,0,\N,1824,SU9
4O,MEX,PVR,0,1836,1824,320
4O,MEX,REX,0,1839,1824,SU9
4O,MEX,SAT,0,3621,1824,320
4O,MEX,SJD,0,1840,1824,320
4O,MEX,SJO,0,1885,1824,320
4O,MEX,SNA,0,3867,1824,320
4O,MEX,TAM,0,1848,1824,320
4O,MEX,TGZ,0,1846,1824,320
4O,MEX,TIJ,0,1847,1824,320
4O,MEX,TRC,0,1845,1824,SU9
4O,MEX,VER,0,1854,1824,320
4O,MEX,VSA,0,1853,1824,320
4O,MEX,ZCL,0,1855,1824,SU9
4O,MEX,ZIH,0,1856,1824,320
4O,MEX,ZLO,0,1858,1824,SU9
4O,MIA,MEX,0,1824,3576,320
4O,MID,MEX,0,1824,1819,320
4O,MTT,MEX,0,1824,1822,SU9
4O,MTY,CUN,0,1852,1825,320
4O,MTY,GDL,0,1804,1825,320
4O,MTY,LAS,0,3877,1825,320
4O,MTY,MEX,0,1824,1825,320
4O,MTY,SAT,0,3621,1825,320
4O,MTY,TLC,0,1850,1825,320
4O,MZT,MEX,0,1824,1826,SU9
4O,OAX,MEX,0,1824,1829,320
4O,PQM,MEX,0,1824,\N,SU9
4O,PVR,MEX,0,1824,1836,320
4O,PVR,TLC,0,1850,1836,320
4O,REX,MEX,0,1824,1839,SU9
4O,SAT,GDL,0,1804,3621,320
4O,SAT,MEX,0,1824,3621,320
4O,SAT,MTY,0,1825,3621,320
4O,SAT,TLC,0,1850,3621,320
4O,SJD,GDL,0,1804,1840,320
4O,SJD,MEX,0,1824,1840,320
4O,SJD,TLC,0,1850,1840,320
4O,SJO,MEX,0,1824,1885,320
4O,SNA,GDL,0,1804,3867,320
4O,SNA,MEX,0,1824,3867,320
4O,TAM,MEX,0,1824,1848,320
4O,TGZ,MEX,0,1824,1846,320
4O,TIJ,GDL,0,1804,1847,320
4O,TIJ,MEX,0,1824,1847,320
4O,TLC,ACA,0,1783,1850,320
4O,TLC,CUN,0,1852,1850,320
4O,TLC,LAS,0,3877,1850,320
4O,TLC,MTY,0,1825,1850,320
4O,TLC,PVR,0,1836,1850,320
4O,TLC,SAT,0,3621,1850,320
4O,TLC,SJD,0,1840,1850,320
4O,TLC,ZIH,0,1856,1850,320
4O,TRC,MEX,0,1824,1845,SU9
4O,VER,MEX,0,1824,1854,320
4O,VSA,MEX,0,1824,1853,320
4O,ZCL,MEX,0,1824,1855,SU9
4O,ZIH,MEX,0,1824,1856,320
4O,ZIH,TLC,0,1850,1856,320
4O,ZLO,MEX,0,1824,1858,SU9
4Q,DEL,HEA,0,2048,3093,320
4Q,DEL,KBL,0,2050,3093,320
4Q,DXB,KBL,0,2050,2188,319
4Q,HEA,DEL,0,3093,2048,320
4Q,HEA,ISB,0,2223,2048,319
4Q,HEA,KBL,0,2050,2048,319 320
4Q,ISB,HEA,0,2048,2223,319
4Q,ISB,KBL,0,2050,2223,319
4Q,KBL,DEL,0,3093,2050,320
4Q,KBL,DXB,0,2188,2050,319
4Q,KBL,HEA,0,2048,2050,319 320
4Q,KBL,ISB,0,2223,2050,319
4Q,KBL,MZR,0,2053,2050,319
4Q,MZR,KBL,0,2050,2053,319
4T,AYT,ZRH,0,1678,1688,320
4T,BSL,HRG,0,1130,1423,320
4T,HRG,BSL,0,1423,1130,320
4T,HRG,ZRH,0,1678,1130,320
4T,PRN,ZRH,0,1678,1742,320
4T,RMF,ZRH,0,1678,4197,320
4T,SKP,ZRH,0,1678,1737,320
4T,ZRH,AYT,0,1688,1678,320
4T,ZRH,HRG,0,1130,1678,320
4T,ZRH,PRN,0,1742,1678,320
4T,ZRH,RMF,0,4197,1678,320
4T,ZRH,SKP,0,1737,1678,320
4U,AGP,STR,0,350,1230,320 319
4U,AGP,TXL,0,351,1230,319
4U,ALG,CGN,0,344,210,319
4U,AMS,HAM,0,342,580,CRJ
4U,AOI,DUS,0,345,4309,CRJ
4U,AOI,TXL,0,351,4309,CRJ
4U,ARN,CGN,0,344,737,CRJ
4U,ARN,DUS,0,345,737,CRJ
4U,ARN,HAM,0,342,737,CRJ
4U,ATH,CGN,0,344,3941,319
4U,ATH,STR,0,350,3941,319
4U,AYT,CGN,0,344,1688,320
4U,BCN,CGN,0,344,1218,320 319
4U,BCN,DUS,0,345,1218,320 319
4U,BCN,HAJ,0,352,1218,319
4U,BCN,HAM,0,342,1218,319
4U,BCN,STR,0,350,1218,319 320
4U,BDS,STR,0,350,1506,319
4U,BEG,STR,0,350,1739,319
4U,BGO,HAM,0,342,636,CRJ
4U,BHX,HAM,0,342,469,CRJ
4U,BHX,TXL,0,351,469,319
4U,BIA,CGN,0,344,1321,319
4U,BIA,DUS,0,345,1321,320
4U,BIA,HAM,0,342,1321,CRJ
4U,BIA,STR,0,350,1321,319
4U,BIA,TXL,0,351,1321,320
4U,BIO,DUS,0,345,1216,CRJ
4U,BIO,STR,0,350,1216,CRJ 319
4U,BLQ,CGN,0,344,1538,319
4U,BLQ,TXL,0,351,1538,319
4U,BRE,STR,0,350,353,319 CRJ
4U,BRI,CGN,0,344,1501,319
4U,BRI,DUS,0,345,1501,CRJ
4U,BRI,STR,0,350,1501,319
4U,BRU,STR,0,350,302,319 CRJ
4U,BSL,DUS,0,345,1423,CRJ
4U,BUD,CGN,0,344,1489,319 320 CRJ
4U,BUD,HAM,0,342,1489,CRJ
4U,BUD,STR,0,350,1489,319 CRJ
4U,CAG,CGN,0,344,1519,319
4U,CAG,DUS,0,345,1519,CRJ
4U,CAG,STR,0,350,1519,319
4U,CDG,HAM,0,342,1382,319 CRJ
4U,CFU,CGN,0,344,1460,320 319
4U,CFU,DRS,0,338,1460,319
4U,CFU,STR,0,350,1460,319
4U,CGN,ALG,0,210,344,319
4U,CGN,ARN,0,737,344,CRJ
4U,CGN,ATH,0,3941,344,319
4U,CGN,AYT,0,1688,344,320
4U,CGN,BCN,0,1218,344,320 319
4U,CGN,BIA,0,1321,344,319
4U,CGN,BLQ,0,1538,344,319
4U,CGN,BRI,0,1501,344,319
4U,CGN,BUD,0,1489,344,319 320 CRJ
4U,CGN,CAG,0,1519,344,319
